"","lon","lat","zip","totalcount"
"166",-73.7874983,40.7284018,"11366",7.78759985288127
"167",-73.7860276,40.6997834,"11433",172.068730081066
"168",-73.7801447,40.7779482,"11360",5.45372824508185
"169",-73.7772032,40.6812166,"11434",205.919482179194
"170",-73.7742616,40.7622954,"11361",13.573147449196
"171",-73.7683784,40.7170073,"11423",98.8314869865417
"172",-73.762495,40.6024346,"11691",841.259945750452
"173",-73.762495,40.6963978,"11412",96.1881164334899
"174",-73.7536695,40.6679426,"11413",79.5063563554483
"175",-73.7536695,40.7469886,"11364",24.2929279060553
"176",-73.7448437,40.7728635,"11363",3.60308262107587
"177",-73.7442568,40.7302787,"11427",38.2714944985471
"178",-73.7389596,40.6584068,"11422",56.3743761446741
"179",-73.7389596,40.6930067,"11411",11.4811526461013
"180",-73.7389596,40.7078289,"11429",29.1231731648225
"181",-73.7389596,40.7226473,"11428",18.0691051047187
"182",-73.7330753,40.7612957,"11362",1.30755189434961
"183",-73.7213063,40.7349144,"11426",3.29607165712213
"184",-73.7110078,40.7568752,"11005",0.0187925946571668
"185",-73.7095365,40.7430884,"11004",2.00567482630734
"186",-73.706594,40.720444,"11001",0.425227875781528
"187",-73.6830521,40.7466623,"11040",0.184399148639359
"188",13.4096184,52.5384519,"10435",0.00837263073121706
"189",NA,NA,"10048",0.00127867410702811
"190",NA,NA,"10368",0.00127867410702811
"191",NA,NA,"11452",0.0669810458497365
