"Studio_Units","One_Bedroom_Units","Two_Bedroom_Units","Three_Bedroom_Units","Four_Bedroom_Units","Five_Bedroom_Units","Six_Bedroom_Units","Total_Units","Start Year","Latitude","Longitude"
0,1,0,1,0,0,0,2,2016,40.653642,-73.87588
0,1,0,1,0,0,0,2,2016,40.653661,-73.875833
0,1,0,1,0,0,0,2,2016,40.65368,-73.875786
0,1,0,1,0,0,0,2,2016,40.653721,-73.875693
0,1,0,1,0,0,0,2,2016,40.653833,-73.875433
0,1,0,1,0,0,0,2,2016,40.653855,-73.875382
0,1,0,1,0,0,0,2,2016,40.653877,-73.875332
0,1,0,1,0,0,0,2,2016,40.653899,-73.875278
0,1,0,1,0,0,0,2,2016,40.653918,-73.875227
0,1,0,1,0,0,0,2,2016,40.65394,-73.875177
0,1,0,1,0,0,0,2,2016,40.653962,-73.875126
0,1,0,1,0,0,0,2,2016,40.653984,-73.875076
0,1,0,1,0,0,0,2,2016,40.654006,-73.875022
0,1,0,1,0,0,0,2,2016,40.654025,-73.874971
0,1,0,1,0,0,0,2,2016,40.654047,-73.874921
0,1,0,1,0,0,0,2,2016,40.654069,-73.87487
0,1,0,1,0,0,0,2,2016,40.654091,-73.87482
0,0,0,1,0,0,0,1,2016,40.654425,-73.874066
0,0,0,1,0,0,0,1,2016,40.654458,-73.873986
0,0,0,1,0,0,0,1,2016,40.654491,-73.873907
0,0,0,1,0,0,0,1,2016,40.654523,-73.873828
0,0,0,1,0,0,0,1,2016,40.654556,-73.873748
0,0,0,1,0,0,0,1,2016,40.654589,-73.873673
0,0,0,1,0,0,0,1,2016,40.654622,-73.873593
0,0,0,1,0,0,0,1,2016,40.654655,-73.873514
0,0,0,1,0,0,0,1,2016,40.65469,-73.873435
0,0,0,1,0,0,0,1,2016,40.654723,-73.873355
0,0,0,1,0,0,0,1,2016,40.654756,-73.873276
0,0,0,1,0,0,0,1,2016,40.654789,-73.8732
0,0,0,1,0,0,0,1,2016,40.654299,-73.874318
0,0,0,1,0,0,0,1,2016,40.654321,-73.874268
0,0,0,1,0,0,0,1,2016,40.654343,-73.874217
0,0,0,1,0,0,0,1,2016,40.654365,-73.874163
0,0,0,1,0,0,0,1,2016,40.654386,-73.874113
0,0,0,1,0,0,0,1,2016,40.654408,-73.874062
0,0,0,1,0,0,0,1,2016,40.654428,-73.874012
0,0,0,1,0,0,0,1,2016,40.654449,-73.873958
0,0,0,1,0,0,0,1,2016,40.654471,-73.873907
0,0,0,1,0,0,0,1,2016,40.654493,-73.873857
0,0,0,1,0,0,0,1,2016,40.654515,-73.873806
0,1,0,1,0,0,0,2,2016,40.653702,-73.875739
0,0,0,1,0,0,0,1,2016,40.653253,-73.876803
0,0,0,1,0,0,0,1,2016,40.653269,-73.876764
0,0,0,1,0,0,0,1,2016,40.653382,-73.876511
28,67,0,0,0,0,0,95,2016,40.697004,-73.919201
6,13,10,0,0,0,0,29,2016,40.720406,-73.990804
6,8,11,0,0,0,0,25,2016,40.720538,-73.990736
0,0,0,8,0,0,0,8,2016,40.685324,-73.925839
0,0,0,8,0,0,0,8,2016,40.685329,-73.925792
8,17,0,8,3,0,0,36,2016,40.685516,-73.930562
12,0,0,0,0,0,0,12,2016,40.685533,-73.930429
0,0,0,8,0,0,0,8,2016,40.686032,-73.926076
0,0,0,8,0,0,0,8,2016,40.686884,-73.931693
0,0,4,4,0,0,0,8,2016,40.686914,-73.931444
0,3,1,0,0,0,0,4,2016,40.686498,-73.928531
2,0,7,0,0,0,0,9,2016,40.686938,-73.929868
0,6,0,0,0,0,0,6,2016,40.686144,-73.929692
0,6,0,0,0,0,0,6,2016,40.686032,-73.929667
0,0,1,4,0,0,0,5,2016,40.686257,-73.929736
0,0,12,0,0,0,0,12,2016,40.658005,-73.907365
0,36,0,0,0,0,0,36,2016,40.658147,-73.906428
0,0,12,0,0,0,0,12,2016,40.659521,-73.907785
0,0,12,0,0,0,0,12,2016,40.659707,-73.906548
0,0,12,0,0,0,0,12,2016,40.659685,-73.906693
0,0,24,0,0,0,0,24,2016,40.658894,-73.906059
0,0,12,0,0,0,0,12,2016,40.659027,-73.908005
0,0,12,0,0,0,0,12,2016,40.65908,-73.90611
0,0,12,0,0,0,0,12,2016,40.659543,-73.907633
0,12,0,0,0,0,0,12,2016,40.658036,-73.907181
0,0,12,0,0,0,0,12,2016,40.658656,-73.907909
0,0,12,0,0,0,0,12,2016,40.65884,-73.907955
0,0,12,0,0,0,0,12,2016,40.659264,-73.906156
22,66,66,58,12,0,0,224,2016,40.575781,-73.987872
6,0,1,0,0,0,0,7,2016,40.686907,-74.001781
0,8,0,0,0,0,0,8,2016,40.686781,-74.001843
0,4,0,0,0,0,0,4,2016,40.686739,-74.001864
0,4,0,0,0,0,0,4,2016,40.686575,-74.001943
0,0,3,0,0,0,0,3,2016,40.686448,-74.002001
0,0,2,0,0,0,0,2,2016,40.685263,-74.002578
0,0,7,9,5,0,0,21,2016,40.85338,-73.932364
0,6,0,0,0,0,0,6,2016,40.704271,-73.925118
51,58,29,15,0,0,0,153,2016,40.818285,-73.929528
7,56,10,6,0,0,0,79,2016,40.82871,-73.904634
23,75,69,45,0,0,0,212,2016,40.821656,-73.877702
0,86,188,59,52,0,0,385,2016,40.656943,-73.904044
36,70,0,0,0,0,0,106,2016,40.589521,-73.99083
0,2,2,0,0,0,0,20,2016,40.706417,-73.938959
0,14,10,15,0,0,0,39,2016,40.852161,-73.910789
2,12,29,0,0,0,0,43,2016,40.852257,-73.910775
0,18,42,18,6,0,0,84,2016,40.671791,-73.896506
0,18,42,18,6,0,0,84,2016,40.670567,-73.896003
6,5,14,0,0,0,0,125,2016,40.710618,-73.954656
0,2,0,0,0,0,0,8,2016,40.703179,-73.941306
0,0,0,7,0,0,0,7,2016,40.67986,-73.981396
0,2,4,0,0,0,0,6,2016,40.678212,-73.97923
0,2,4,0,0,0,0,6,2016,40.678081,-73.979317
0,6,0,0,0,0,0,6,2016,40.677501,-73.979731
0,8,0,0,0,0,0,8,2016,40.672515,-73.987967
3,2,3,0,0,0,0,8,2016,40.663643,-73.981819
0,4,3,0,0,0,0,7,2016,40.684301,-73.98428
0,0,7,0,0,0,0,7,2016,40.684037,-73.983602
0,2,1,1,1,0,0,5,2016,40.683162,-73.987395
0,2,0,1,1,0,0,4,2016,40.682353,-73.987514
0,0,0,4,0,0,0,4,2016,40.67765,-73.981628
0,3,5,0,0,0,0,8,2016,40.677602,-73.996384
0,0,6,0,0,0,0,6,2016,40.674439,-73.981416
22,32,65,16,0,0,0,135,2016,40.591371,-73.937271
22,62,35,16,0,0,0,135,2016,40.589736,-73.938323
22,32,65,16,0,0,0,135,2016,40.591069,-73.937213
22,32,65,16,0,0,0,135,2016,40.590765,-73.93716
0,2,9,1,0,0,0,12,2016,40.823307,-73.938992
1,0,8,4,4,0,0,17,2016,40.848979,-73.903188
0,1,1,4,9,0,0,15,2016,40.848787,-73.903731
6,50,24,1,0,0,0,405,2016,40.776834,-73.9355
0,0,0,10,0,0,0,10,2016,40.80812,-73.938439
2,3,5,0,0,0,0,49,2016,40.801114,-73.957773
0,0,14,4,0,0,0,18,2016,40.691971,-73.916131
0,136,38,0,0,0,0,174,2016,40.750061,-73.99621
0,24,16,10,0,0,0,50,2016,40.811733,-73.902614
0,24,16,10,0,0,0,50,2016,40.811776,-73.902462
0,24,16,10,0,0,0,50,2016,40.81182,-73.90231
0,18,12,0,0,0,0,147,2016,40.676321,-73.957895
0,0,0,6,0,0,0,6,2016,40.705974,-73.942118
0,36,0,0,0,0,0,36,2016,40.706204,-73.9413
0,0,7,0,0,0,0,7,2016,40.706105,-73.94073
0,0,36,0,0,0,0,36,2016,40.706121,-73.940571
0,0,24,0,0,0,0,24,2016,40.706256,-73.941328
0,0,0,12,0,0,0,12,2016,40.706704,-73.941869
35,35,70,0,0,0,0,140,2016,40.732328,-73.959682
0,1,1,0,0,0,0,9,2016,40.715099,-73.93973
0,1,1,0,0,0,0,9,2016,40.715231,-73.93921
7,49,0,0,0,0,0,56,2016,40.810463,-73.926028
38,81,0,0,0,0,0,119,2016,40.811201,-73.92684
10,12,7,0,0,0,0,143,2016,40.693525,-73.964844
0,38,3,0,0,0,0,41,2016,40.646231,-73.907623
9,35,12,0,0,0,0,175,2016,40.670427,-73.955148
36,15,30,0,0,0,0,82,2016,40.870972,-73.877076
1,0,2,0,0,0,0,14,2016,40.795886,-73.946988
3,0,0,0,0,0,0,13,2016,40.80047,-73.942387
0,10,0,0,0,0,0,41,2016,40.835478,-73.885696
37,48,92,2,0,0,0,179,2016,40.798511,-73.933326
1,10,0,0,0,0,0,11,2016,40.788163,-73.948453
0,5,10,4,0,0,0,19,2016,40.722913,-73.977899
10,39,117,12,0,0,0,178,2016,40.605964,-74.086527
0,63,0,0,0,0,0,63,2016,40.715248,-73.960511
0,70,44,21,0,0,0,135,2016,40.671278,-73.916983
0,2,0,0,0,0,0,8,2016,40.841823,-73.887235
1,3,5,0,0,0,0,9,2016,40.84537,-73.903888
0,4,5,7,0,0,0,16,2016,40.822544,-73.902457
0,12,18,13,0,0,0,43,2016,40.831574,-73.876495
0,2,6,0,0,0,0,8,2016,40.847565,-73.902894
4,11,17,0,0,0,0,32,2016,40.829202,-73.901624
1,0,2,1,0,0,0,4,2016,40.853392,-73.909963
0,0,8,0,0,0,0,8,2016,40.815716,-73.900437
0,4,1,1,0,0,0,6,2016,40.853166,-73.915335
1,0,1,0,0,0,0,2,2016,40.853196,-73.91531
0,0,2,4,0,0,0,6,2016,40.849467,-73.920613
0,5,10,0,0,0,0,15,2016,40.831174,-73.896858
0,5,10,0,0,0,0,15,2016,40.831245,-73.896844
0,4,12,0,0,0,0,16,2016,40.831317,-73.896825
0,10,6,11,0,0,0,27,2016,40.823568,-73.902774
1,0,2,0,0,0,0,3,2016,40.845786,-73.905658
4,7,11,0,0,0,0,22,2016,40.822025,-73.902173
0,6,6,13,0,0,0,25,2016,40.82357,-73.901527
1,44,1,0,0,0,0,46,2016,40.837927,-73.904202
0,1,17,12,0,0,0,30,2016,40.832711,-73.899776
0,13,0,0,0,0,0,13,2016,40.721038,-73.989448
0,3,0,1,0,0,0,4,2016,40.72135,-73.983445
6,1,10,0,0,0,0,17,2016,40.721111,-73.982662
0,6,0,1,0,0,0,7,2016,40.719291,-73.98579
0,8,0,0,0,0,0,8,2016,40.720436,-73.985108
31,103,1,0,0,0,0,135,2016,40.79874,-73.968819
25,43,19,0,0,0,0,430,2016,40.804117,-73.960646
0,8,0,0,0,0,0,8,2016,40.664547,-73.985474
4,2,0,0,0,0,0,6,2016,40.684827,-73.930177
0,0,8,0,0,0,0,8,2016,40.684908,-73.948868
0,0,8,0,0,0,0,8,2016,40.684916,-73.948804
0,8,8,0,0,0,0,16,2016,40.673223,-73.946318
0,0,0,8,0,0,0,8,2016,40.687229,-73.922285
0,0,0,4,0,0,0,4,2016,40.674735,-73.941295
0,0,2,6,0,0,0,8,2016,40.674622,-73.939161
0,0,2,6,0,0,0,8,2016,40.674619,-73.939099
19,50,0,0,0,0,0,69,2016,40.819312,-73.941463
215,0,0,0,0,0,0,215,2016,40.68581,-73.980385
45,136,155,23,0,0,0,359,2016,40.676299,-73.913707
45,135,156,23,0,0,0,359,2016,40.675707,-73.911
26,102,204,57,15,0,0,438,2016,40.662494,-73.927007
5,13,5,0,0,0,0,114,2016,40.730833,-73.981292
0,5,6,0,0,0,0,53,2016,40.833228,-73.926465
0,4,4,0,0,0,0,40,2016,40.830682,-73.912534
0,2,0,0,0,0,0,8,2016,40.745943,-73.947844
0,79,81,2,0,0,0,205,2016,40.813058,-73.937387
0,39,42,0,0,0,0,103,2016,40.811838,-73.935437
0,40,41,1,0,0,0,103,2016,40.814275,-73.935337
0,80,82,2,0,0,0,206,2016,40.814133,-73.936609
0,78,80,2,0,0,0,201,2016,40.812626,-73.935884
0,81,81,2,0,0,0,206,2016,40.812587,-73.935642
0,80,81,2,0,0,0,206,2016,40.813243,-73.935439
1,6,0,0,0,0,0,32,2016,40.800238,-73.944677
0,0,0,1,0,0,0,1,2015,40.707133,-73.782194
0,0,1,0,0,0,0,1,2015,40.711824,-73.758775
0,0,0,1,0,0,0,1,2015,40.705481,-73.743913
0,0,0,1,0,0,0,1,2015,40.704996,-73.741737
0,0,0,1,0,0,0,1,2015,40.675525,-73.730624
0,0,0,1,0,0,0,1,2015,40.677637,-73.748372
0,0,0,1,0,0,0,1,2015,40.692085,-73.75338
0,0,0,1,0,0,0,1,2015,40.711537,-73.735702
0,0,0,1,0,0,0,1,2015,40.694447,-73.741493
0,0,0,1,0,0,0,1,2015,40.680543,-73.744135
0,0,0,1,0,0,0,1,2015,40.680504,-73.744157
0,0,0,1,0,0,0,1,2015,40.636,-74.160204
0,0,0,18,0,0,0,18,2015,40.809604,-73.941909
0,0,1,14,10,0,0,25,2015,40.809665,-73.942057
0,0,2,12,11,0,0,25,2015,40.809698,-73.942129
0,0,0,13,11,0,0,24,2015,40.809778,-73.942317
4,8,6,0,0,0,0,18,2015,40.676536,-73.914503
0,0,1,1,0,0,0,2,2015,40.684882,-73.913955
0,3,3,0,0,0,0,6,2015,40.68344,-73.916138
0,3,3,0,0,0,0,6,2015,40.683448,-73.916081
1,0,14,4,4,0,0,23,2015,40.662639,-73.919019
2,3,6,1,0,0,0,12,2015,40.668694,-73.919109
0,6,7,3,0,0,0,16,2015,40.668915,-73.921286
0,11,17,4,0,0,0,32,2015,40.669707,-73.919382
0,2,10,4,0,0,0,16,2015,40.670406,-73.917737
12,2,9,0,0,0,0,23,2015,40.663882,-73.918026
0,1,5,0,0,0,0,6,2015,40.658414,-73.910767
0,1,5,0,0,0,0,6,2015,40.658198,-73.910731
0,1,15,0,0,0,0,16,2015,40.668939,-73.92005
0,0,6,0,0,0,0,6,2015,40.662093,-73.918555
0,0,1,1,0,0,0,2,2015,40.684876,-73.916544
8,8,0,0,0,0,0,16,2015,40.684927,-73.916093
0,6,0,0,0,0,0,6,2015,40.684137,-73.916451
0,6,0,0,0,0,0,6,2015,40.684148,-73.916339
0,6,0,0,0,0,0,6,2015,40.684162,-73.916224
0,6,0,0,0,0,0,6,2015,40.684195,-73.915943
0,6,0,0,0,0,0,6,2015,40.6842,-73.915889
0,8,0,0,0,0,0,8,2015,40.684268,-73.915441
0,0,1,2,0,0,0,3,2015,40.684287,-73.915272
0,6,0,0,0,0,0,6,2015,40.684418,-73.914064
0,6,0,0,0,0,0,6,2015,40.684443,-73.913862
0,12,4,0,0,0,0,16,2015,40.67641,-73.919266
2,4,16,0,0,0,0,22,2015,40.672178,-73.927551
0,2,14,0,0,0,0,16,2015,40.662958,-73.909031
0,1,7,0,0,0,0,8,2015,40.670913,-73.920776
1,1,4,0,0,0,0,6,2015,40.682595,-73.937953
0,2,10,14,0,0,0,26,2015,40.665555,-73.920868
0,1,5,0,0,0,0,6,2015,40.664869,-73.92026
32,39,39,51,0,0,0,161,2015,40.813661,-73.941194
0,0,0,8,0,0,0,8,2015,40.827532,-73.8889
0,1,0,9,0,0,0,10,2015,40.827633,-73.890883
0,1,5,4,0,0,0,10,2015,40.827672,-73.890905
0,4,4,0,0,0,0,8,2015,40.828375,-73.89416
0,16,4,10,0,0,0,30,2015,40.828472,-73.89275
0,10,9,1,5,0,0,25,2015,40.828491,-73.892512
0,0,6,7,5,0,0,18,2015,40.828919,-73.891875
0,0,8,3,0,0,0,11,2015,40.725685,-73.977094
79,65,16,0,0,0,0,160,2015,40.853546,-73.882776
75,52,15,0,0,0,0,142,2015,40.853773,-73.881558
28,80,149,54,0,0,0,311,2015,40.854923,-73.881234
0,138,2,0,0,0,0,140,2015,40.868051,-73.887776
21,8,8,0,0,0,0,183,2015,40.688124,-73.980392
24,67,55,11,0,0,0,157,2015,40.818796,-73.930343
70,22,23,8,0,0,0,123,2015,40.636944,-73.950991
6,42,40,6,0,0,0,94,2015,40.864727,-73.895407
0,0,15,0,0,0,0,15,2015,40.665307,-73.878414
12,47,6,0,0,0,0,65,2015,40.66397,-73.878121
0,0,15,0,0,0,0,15,2015,40.664962,-73.879215
0,0,6,3,0,0,0,9,2015,40.665439,-73.878832
9,15,19,8,0,0,0,51,2015,40.711566,-73.944797
25,94,119,18,0,0,0,256,2015,40.847864,-73.899225
31,28,62,2,0,0,0,123,2015,40.882615,-73.869782
0,69,57,7,1,0,0,134,2015,40.731651,-73.982197
0,25,26,0,0,0,0,51,2015,40.735131,-73.979649
0,23,18,2,0,0,0,43,2015,40.729599,-73.974956
0,23,18,2,0,0,0,43,2015,40.730008,-73.974668
0,97,79,10,1,0,0,187,2015,40.730109,-73.974595
0,23,18,2,0,0,0,43,2015,40.730776,-73.974133
0,66,54,7,1,0,0,128,2015,40.73149,-73.974137
0,45,37,4,0,0,0,86,2015,40.730923,-73.981461
0,119,97,12,1,0,0,229,2015,40.730728,-73.981
0,41,34,4,0,0,0,79,2015,40.730297,-73.979979
0,72,60,7,1,0,0,140,2015,40.730001,-73.979297
1,41,34,4,0,0,0,80,2015,40.7298,-73.978839
0,63,51,6,1,0,0,121,2015,40.729336,-73.977778
0,66,54,7,1,0,0,128,2015,40.728713,-73.976295
0,110,90,11,1,0,0,212,2015,40.7286,-73.976003
0,41,34,4,0,0,0,79,2015,40.734282,-73.978484
0,26,27,0,0,0,0,53,2015,40.734428,-73.97874
0,26,27,0,0,0,0,53,2015,40.734214,-73.978285
0,110,90,11,1,0,0,212,2015,40.734183,-73.978253
1,41,34,4,0,0,0,80,2015,40.733824,-73.977383
0,26,27,0,0,0,0,53,2015,40.733824,-73.97734
0,72,60,7,1,0,0,140,2015,40.73356,-73.976759
1,41,34,4,0,0,0,80,2015,40.733252,-73.97603
0,26,27,0,0,0,0,53,2015,40.733439,-73.976427
0,26,27,0,0,0,0,53,2015,40.733252,-73.975987
0,26,27,0,0,0,0,53,2015,40.732967,-73.975298
0,41,34,4,0,0,0,79,2015,40.732928,-73.975255
0,88,72,9,1,0,0,170,2015,40.732901,-73.975186
0,25,26,1,0,0,0,52,2015,40.736511,-73.977873
0,26,27,0,0,0,0,53,2015,40.73614,-73.977014
0,26,27,0,0,0,0,53,2015,40.735783,-73.976181
0,26,27,0,0,0,0,53,2015,40.735627,-73.975795
1,22,18,2,0,0,0,43,2015,40.732554,-73.981537
0,95,79,10,1,0,0,185,2015,40.732661,-73.981457
0,20,17,2,0,0,0,39,2015,40.732875,-73.981291
0,20,17,2,0,0,0,39,2015,40.733605,-73.980757
0,21,17,2,0,0,0,40,2015,40.734003,-73.980472
0,69,49,7,1,0,0,126,2015,40.734774,-73.979591
0,25,26,1,0,0,0,52,2015,40.735712,-73.979223
0,26,27,0,0,0,0,53,2015,40.736069,-73.978967
0,25,26,0,0,0,0,51,2015,40.736563,-73.978638
0,25,26,1,0,0,0,52,2015,40.735127,-73.977469
0,26,27,0,0,0,0,53,2015,40.734916,-73.977253
0,26,27,0,0,0,0,53,2015,40.734886,-73.977011
0,26,27,0,0,0,0,53,2015,40.7348,-73.975846
0,25,26,0,1,0,0,52,2015,40.734466,-73.975575
0,25,26,1,0,0,0,52,2015,40.734474,-73.975557
0,25,26,1,0,0,0,52,2015,40.734191,-73.975168
0,48,40,5,0,0,0,93,2015,40.731279,-73.978557
0,72,60,7,1,0,0,140,2015,40.732268,-73.978726
0,72,60,7,1,0,0,140,2015,40.731458,-73.976796
0,48,40,5,0,0,0,93,2015,40.732297,-73.977005
0,48,40,5,0,0,0,93,2015,40.731046,-73.977976
0,72,60,7,1,0,0,140,2015,40.732084,-73.978867
0,72,60,7,1,0,0,140,2015,40.731254,-73.976933
0,48,40,5,0,0,0,93,2015,40.732336,-73.977802
31,23,26,14,0,0,0,94,2015,40.857456,-73.902308
3,2,3,4,0,0,0,12,2015,40.726325,-73.978587
3,3,8,0,0,0,0,14,2015,40.729166,-73.979553
70,126,1,0,0,0,0,197,2015,40.573144,-74.001587
0,27,21,6,2,0,0,56,2015,40.853486,-73.913889
0,100,0,0,0,0,0,100,2015,40.716678,-73.985452
4,4,8,0,0,0,0,80,2015,40.714615,-73.943583
0,55,0,0,0,0,0,55,2015,40.864239,-73.893275
0,0,30,0,0,0,0,30,2015,40.867556,-73.901625
22,34,18,0,0,0,0,368,2015,40.689269,-73.985973
0,58,59,58,0,0,0,175,2015,40.727573,-73.999361
5,24,31,0,0,0,0,60,2015,40.839973,-73.924289
0,5,4,2,0,0,0,55,2015,40.717845,-73.989279
56,0,13,0,0,0,0,69,2015,40.825102,-73.898833
24,29,53,0,0,0,0,106,2015,40.753017,-74.003227
0,1,2,1,0,0,0,4,2015,40.676446,-73.954045
0,3,6,0,0,0,0,9,2015,40.675755,-73.95614
1,0,4,3,0,0,0,8,2015,40.674802,-73.956465
1,0,6,1,0,0,0,8,2015,40.674748,-73.956483
2,6,0,0,0,0,0,8,2015,40.674693,-73.956505
1,0,6,1,0,0,0,8,2015,40.67172,-73.957603
0,9,8,3,0,0,0,20,2015,40.675368,-73.957946
0,9,11,0,0,0,0,20,2015,40.670646,-73.931937
0,1,6,1,0,0,0,8,2015,40.672558,-73.957984
0,1,3,0,0,0,0,4,2015,40.673752,-73.959288
0,11,7,5,0,0,0,23,2015,40.831908,-73.894913
170,0,1,0,0,0,0,171,2015,40.849058,-73.899606
48,0,0,0,0,0,0,48,2015,40.83218,-73.928335
1,18,3,0,0,0,0,105,2015,40.691078,-73.984383
3,3,29,0,0,0,0,35,2015,40.802468,-73.946658
0,27,29,4,0,0,0,60,2015,40.674238,-73.880081
16,20,29,0,0,0,0,191,2015,40.809462,-73.949463
0,53,1,0,0,0,0,54,2015,40.679152,-73.895291
0,2,0,0,0,0,0,10,2015,40.711531,-73.945162
0,0,2,0,0,2,0,4,2015,40.662396,-73.896333
0,0,1,5,0,0,0,6,2015,40.669624,-73.939382
0,0,2,0,0,0,0,2,2015,40.674347,-73.885233
0,0,1,0,1,0,0,2,2015,40.671775,-73.884595
0,0,1,1,0,0,0,2,2015,40.670081,-73.884141
0,0,2,0,0,0,1,3,2015,40.672803,-73.880794
2,0,0,6,1,0,0,9,2015,40.67555,-73.940039
0,0,0,1,0,1,0,2,2015,40.669666,-73.87873
0,2,0,2,0,0,0,4,2015,40.674203,-73.892562
0,0,2,1,0,0,0,3,2015,40.671757,-73.891935
0,0,1,2,0,0,0,3,2015,40.671678,-73.891939
0,0,1,0,0,1,0,2,2015,40.669624,-73.891391
0,0,1,3,0,0,0,4,2015,40.689364,-73.917887
0,0,0,1,1,0,0,2,2015,40.658808,-73.908943
1,1,0,0,2,0,0,4,2015,40.667227,-73.882588
1,0,0,0,3,1,0,5,2015,40.665961,-73.882108
0,1,1,1,1,0,0,4,2015,40.68868,-73.906454
0,1,1,1,1,0,0,4,2015,40.688713,-73.906418
0,0,0,3,0,0,0,3,2015,40.689975,-73.915752
0,0,1,2,0,0,0,3,2015,40.689967,-73.915733
0,2,0,2,0,0,0,4,2015,40.700141,-73.923316
0,1,3,3,1,0,0,8,2015,40.669281,-73.939843
0,0,3,2,0,2,0,7,2015,40.693031,-73.906884
0,0,1,1,0,0,0,2,2015,40.674318,-73.883535
0,0,2,0,1,0,0,3,2015,40.663246,-73.895597
0,0,1,1,1,0,0,3,2015,40.662598,-73.895461
0,0,1,2,0,0,0,3,2015,40.676146,-73.875943
0,0,1,0,1,0,0,2,2015,40.686992,-73.916303
0,0,4,2,0,0,0,6,2015,40.664812,-73.880347
0,1,1,0,2,0,0,4,2015,40.664915,-73.887379
0,0,4,0,0,0,0,4,2015,40.668232,-73.899738
0,0,2,0,0,0,0,2,2015,40.667935,-73.899663
0,0,1,1,0,0,0,2,2015,40.667713,-73.899605
0,0,2,0,0,0,0,2,2015,40.6676,-73.899577
0,0,2,0,2,0,0,4,2015,40.692436,-73.907134
0,0,0,1,0,0,0,1,2015,40.666385,-73.872457
0,0,0,1,0,0,0,1,2015,40.666481,-73.872262
0,2,2,0,0,0,0,4,2015,40.675518,-73.876384
0,0,1,3,2,0,0,6,2015,40.675403,-73.876355
1,0,0,6,1,0,0,8,2015,40.675371,-73.877285
0,0,4,1,0,0,0,5,2015,40.675206,-73.877264
0,0,1,0,1,0,0,2,2015,40.67268,-73.876612
0,0,2,0,1,0,0,3,2015,40.665022,-73.889261
1,1,0,0,2,0,0,4,2015,40.663152,-73.888665
0,1,1,0,2,0,0,4,2015,40.662608,-73.888259
0,1,1,0,2,0,0,4,2015,40.662273,-73.888011
0,1,0,0,1,0,0,2,2015,40.683732,-73.91016
0,0,1,1,0,0,0,2,2015,40.676586,-73.87853
1,1,0,0,3,0,0,5,2015,40.672803,-73.895063
0,0,0,2,0,0,0,2,2015,40.660804,-73.899154
0,0,0,2,0,0,0,2,2015,40.660834,-73.898942
2,0,0,5,0,1,0,8,2015,40.677322,-73.943531
0,0,4,0,0,0,0,4,2015,40.676904,-73.936231
0,2,0,2,0,0,0,4,2015,40.692869,-73.917565
0,0,1,0,0,1,0,2,2015,40.689586,-73.920789
0,1,0,3,0,0,0,4,2015,40.698393,-73.912142
0,2,0,1,0,0,0,3,2015,40.663524,-73.893736
0,0,0,0,2,0,0,2,2015,40.661122,-73.892543
0,1,1,1,0,0,0,3,2015,40.674134,-73.880662
0,0,0,1,5,0,0,6,2015,40.663712,-73.894778
0,0,0,3,0,0,0,3,2015,40.661723,-73.899027
0,0,0,0,1,1,0,2,2015,40.661501,-73.898969
0,0,1,1,0,0,0,2,2015,40.66146,-73.898984
0,0,2,0,0,0,0,2,2015,40.660081,-73.898608
0,0,0,2,0,0,0,2,2015,40.660007,-73.89859
0,0,0,2,0,0,0,2,2015,40.659969,-73.898579
0,0,1,1,0,0,0,2,2015,40.659955,-73.898597
0,0,0,2,0,0,0,2,2015,40.659881,-73.898579
0,2,0,2,1,0,0,5,2015,40.671541,-73.948406
0,0,0,0,4,0,0,4,2015,40.672889,-73.954956
0,1,1,0,0,0,0,2,2015,40.665325,-73.88842
0,0,1,2,0,0,0,3,2015,40.701935,-73.92507
0,1,1,0,0,0,0,2,2015,40.667395,-73.891773
0,0,0,1,1,0,0,2,2015,40.667354,-73.891784
5,5,11,0,0,0,0,103,2015,40.768293,-73.935855
0,2,0,0,0,0,0,8,2015,40.7032,-73.928535
1,42,24,6,0,0,0,73,2015,40.81699,-73.885825
5,11,10,0,0,0,0,26,2015,40.818142,-73.88553
5,11,9,0,0,0,0,25,2015,40.818227,-73.885552
5,11,9,0,0,0,0,25,2015,40.818312,-73.885577
0,0,1,0,0,0,0,5,2015,40.70618,-73.943027
1,3,5,0,0,0,0,45,2015,40.721113,-73.960046
2,1,5,0,0,0,0,8,2015,40.674263,-73.953787
2,8,20,2,0,0,0,32,2015,40.669742,-73.925474
1,4,8,3,0,0,0,16,2015,40.669531,-73.927089
0,1,16,0,0,0,0,17,2015,40.686922,-73.947536
1,1,13,1,0,0,0,16,2015,40.694349,-73.951519
1,1,13,1,0,0,0,16,2015,40.694365,-73.951389
0,4,10,3,0,0,0,17,2015,40.694319,-73.951782
1,1,12,2,0,0,0,16,2015,40.694335,-73.951652
3,0,4,1,0,0,0,8,2015,40.674208,-73.953805
2,1,4,1,0,0,0,8,2015,40.674154,-73.953826
0,2,1,3,1,0,0,7,2015,40.673986,-73.953884
0,1,18,0,0,0,0,19,2015,40.686535,-73.947901
0,1,31,0,0,0,0,32,2015,40.69155,-73.927772
0,0,19,3,0,0,0,22,2015,40.781779,-73.948884
5,1,0,0,0,0,0,6,2015,40.78182,-73.948855
0,10,10,0,0,0,0,20,2015,40.678765,-73.869012
0,2,2,0,0,0,0,17,2015,40.679005,-73.976504
7,5,3,0,0,0,0,75,2015,40.716805,-73.962119
0,5,19,6,0,0,0,30,2015,40.869096,-73.905122
14,26,5,0,0,0,0,223,2015,40.748606,-73.987061
